ReportDate,DataYM,CompanyCode,CompanyName,Industry,NowRevenue,LastMonthRevenue,LastYearSameMonthRevenue,MonthlyPercent,YearlyPercent,CumulativeNowRevenue,CumulativeLastYearRevenue,CumulativeChangePercent,Comment
1150117,11412,6005,群益證,金融保險業,1933476,1609002,1392356,20.16616511,38.86362396,19219572,17153175,12.04673187,-
1150117,11412,6024,群益期,金融保險業,153512,213497,199225,-28.09641353,-22.94541348,2900673,2639680,9.887296945,-
1150117,11412,6108,競國,電子零組件業,294329,322743,332903,-8.803908993,-11.58715902,4176095,5125952,-18.530353,-
1150117,11412,6112,邁達特,資訊服務業,1952894,1776241,1746083,9.945328365,11.84428232,21838980,18377478,18.83556601,-
1150117,11412,6115,鎰勝,電子零組件業,700066,635805,639174,10.10702967,9.526670359,7494166,7355750,1.881738776,-
1150117,11412,6116,彩晶,光電業,939455,945844,979501,-0.675481369,-4.088408281,11436992,9964484,14.777564,-
1150117,11412,6117,迎廣,電腦及週邊設備業,288623,281363,266109,2.580296627,8.460442901,3220994,2878414,11.90169309,-
1150117,11412,6120,達運,光電業,1720033,1204380,1830831,42.81480928,-6.051787412,17105516,20872571,-18.04787249,-
1150117,11412,6128,上福,電腦及週邊設備業,418471,408321,425191,2.485789367,-1.58046619,5250683,5510051,-4.707179661,-
1150117,11412,6133,金橋,電子零組件業,151811,139578,107999,8.764275172,40.56704229,1414271,1199033,17.95096549,-
1150117,11412,6136,富爾特,通信網路業,78926,48360,48056,63.20512821,64.23755618,636670,492531,29.26495997,本月營收較去年同期增加，係因新增子公司-格帝控股之營收所致
1150117,11412,6139,亞翔,其他電子業,9501077,8509211,3583336,11.65638036,165.1461376,76738839,64988336,18.08094148,主要係工程進入施工高峰期，致本月營收較去年同期大幅增加。
1150117,11412,6141,柏承,電子零組件業,122671,141982,162810,-13.60101985,-24.65389104,1794445,2288688,-21.59503611,資料係自行結算數
1150117,11412,6142,友勁,通信網路業,144967,112504,127270,28.85497405,13.90508368,1803869,1184288,52.31675066,去年基期低，故營收較去年同期大幅上升
1150117,11412,6152,百一,通信網路業,167021,169747,179317,-1.605919398,-6.85713011,1573200,2267445,-30.61794222,-
1150117,11412,6153,嘉聯益,電子零組件業,411302,376346,515820,9.288261334,-20.26249467,5411320,7282327,-25.6924332,-
1150117,11412,6155,鈞寶,電子零組件業,56706,49569,46851,14.39811172,21.0347698,631749,569796,10.8728387,-
1150117,11412,6164,華興,光電業,55362,64372,77531,-13.99676878,-28.5937238,732167,822357,-10.96725631,-
1150117,11412,6165,浪凡,數位雲端,281337,257493,246052,9.260057555,14.34046462,3220885,2848377,13.07790366,-
1150117,11412,6166,凌華,電腦及週邊設備業,1103261,1041008,1403643,5.980069317,-21.40017084,11801217,10078338,17.09487219,-
1150117,11412,6168,宏齊,光電業,164752,172418,150257,-4.446171513,9.646805141,2071260,1951784,6.121374086,-
1150117,11412,6176,瑞儀,光電業,4311453,3787723,4930472,13.82704068,-12.55496431,48783247,51617837,-5.491493183,-
1150117,11412,6177,達麗,建材營造,6199134,375689,413818,1550.07067,1398.033918,9531068,12320174,-22.63852767,本期營收較去年同期上升，主係本期「軟橋段」及「武東段二」完工過戶所致。
1150117,11412,6183,關貿,資訊服務業,359675,224424,341638,60.2658361,5.27956492,2753275,2554683,7.773645497,-
1150117,11412,6184,大豐電,其他,187240,176368,183598,6.164383562,1.983681739,2157938,2119300,1.823149153,-
1150117,11412,6189,豐藝,電子通路業,2408224,2375889,2659638,1.360964254,-9.452940588,29689806,37989786,-21.84792512,-
1150117,11412,6191,精成科,電子零組件業,3259051,3045164,1708601,7.023825318,90.74383077,33712142,21680512,55.49513775,本公司自114年4月8日起新增合併子公司Lincstech，致使本月營收增幅達50%以上。
1150117,11412,6192,巨路,其他電子業,766628,705743,553817,8.627078129,38.42623105,7357266,7827570,-6.008301427,-
1150117,11412,6196,帆宣,其他電子業,5050065,5453328,5326341,-7.394805521,-5.186975449,51567474,60675104,-15.01048931,-
1150117,11412,6197,佳必琪,電子零組件業,600839,576980,525791,4.135151998,14.27335196,7587894,6768706,12.10257913,-
1150117,11412,6201,亞弘電,其他電子業,279715,264417,394727,5.785558417,-29.13709982,3327002,3318224,0.264539103,-
1150117,11412,6202,盛群,半導體業,209119,237507,224834,-11.95248982,-6.989601217,3057722,2501630,22.22918657,-
1150117,11412,6205,詮欣,電子零組件業,95382,88475,100490,7.806725064,-5.083092845,1364041,1406550,-3.022217482,-
1150117,11412,6206,飛捷,電腦及週邊設備業,399461,346096,475663,15.41913226,-16.02016554,5032627,4606032,9.261659493,-
1150117,11412,6209,今國光,光電業,409071,408107,234595,0.236212562,74.37328161,3652218,2424206,50.65625611,客戶需求增加。
1150117,11412,6213,聯茂,電子零組件業,3170506,2996744,2435841,5.79835982,30.16063035,33098283,29377677,12.6647386,-
1150117,11412,6214,精誠,資訊服務業,4557878,3621563,3679358,25.85389237,23.87699158,43969455,38950642,12.88505848,-
1150117,11412,6215,和椿,其他電子業,284651,188992,199874,50.61536996,42.41522159,2496408,1662946,50.11960701,自動化零組件及設備需求增加
1150117,11412,6216,居易,通信網路業,61120,46602,64863,31.15316939,-5.770624239,757198,1178472,-35.74747639,-
1150117,11412,6224,聚鼎,電子零組件業,201912,251321,267380,-19.65971805,-24.48500262,2852424,2925428,-2.495498095,-
1150117,11412,6225,天瀚,光電業,10734,8146,8558,31.77019396,25.42650152,54491,54263,0.42017581,-
1150117,11412,6226,光鼎,光電業,53439,47733,79787,11.95399409,-33.02292353,609246,655374,-7.038423862,-
1150117,11412,6230,尼得科超眾,電腦及週邊設備業,927005,769713,755116,20.4351492,22.76325757,9093728,8123811,11.93918716,-
1150117,11412,6235,華孚,電腦及週邊設備業,582785,594508,390593,-1.971882632,49.20518289,6616048,5813491,13.80507857,-
1150117,11412,6239,力成,半導體業,7296529,7140037,5590342,2.191753348,30.52026155,74929320,73315042,2.20183738,"去年上半年合併營收包含西安子公司，倘扣除則去年累計合併營收淨額為69,951,368仟元，增減百分比為+7.12%。"
1150117,11412,6243,迅杰,半導體業,35894,36524,59030,-1.724893221,-39.19363036,627985,721222,-12.92764225,-
1150117,11412,6257,矽格,半導體業,1803348,1741965,1612008,3.52377918,11.86966814,19587196,18218144,7.514772087,-
1150117,11412,6269,台郡,電子零組件業,1879415,1860296,1944259,1.027739672,-3.335152364,22349854,26443782,-15.48162816,-
1150117,11412,6271,同欣電,半導體業,900084,945982,951709,-4.851889359,-5.424452222,11543456,12090994,-4.528477973,-
1150117,11412,6272,驊陞,電子零組件業,284734,337285,313632,-15.58059208,-9.213983267,4035592,3083420,30.88038606,-
1150117,11412,6277,宏正,電腦及週邊設備業,484277,435156,456136,11.28813575,6.169431924,4920290,4993201,-1.460205588,-
1150117,11412,6278,台表科,光電業,4127948,3999865,4120884,3.202183074,0.17141953,49877415,45287887,10.1341182,-
1150117,11412,6281,全國電,電子通路業,1350085,1400315,1515134,-3.587050057,-10.89335993,18829095,19789099,-4.851175892,-
1150117,11412,6282,康舒,電子零組件業,3385633,3201729,3196774,5.743896501,5.90779955,31755249,31784937,-0.093402734,-
1150117,11412,6283,淳安,其他電子業,151539,120277,186343,25.99166923,-18.67738525,1810332,1570244,15.28985304,-
1150117,11412,6285,啟碁,通信網路業,9230566,8302363,9488518,11.17998575,-2.71856996,110250764,110213455,0.033851584,-
1150117,11412,6405,悅城,光電業,18,30,150,-40,-88,795,131808,-99.39684996,係出貨減少所致
1150117,11412,6409,旭隼,其他電子業,1600995,1612649,1604112,-0.722661906,-0.194313115,20521343,22813347,-10.0467678,-
1150117,11412,6412,群電,電子零組件業,2780685,2574987,3267635,7.988312174,-14.90221521,34451747,37176448,-7.329105244,-
1150117,11412,6414,樺漢,電腦及週邊設備業,14757751,13222426,14117022,11.61152273,4.538698034,142400140,146383720,-2.721327208,-
1150117,11412,6415,矽力*-KY,半導體業,2065220,1749762,2002030,18.02862332,3.156296359,18823039,18454847,1.995096464,-
1150117,11412,6416,瑞祺電通,通信網路業,612047,310452,541271,97.14706299,13.0758899,4309272,4253669,1.307177404,-
1150117,11412,6423,億而得-創,半導體業,5236,8777,10693,-40.34408112,-51.03338633,229957,224706,2.336831237,本公司114年12月營業收入較去年同期減少，主要係因114年12月授權費收入減少所致。
1150117,11412,6426,統新,通信網路業,46773,44167,36938,5.900332828,26.62569711,487310,329852,47.73595431,-
1150117,11412,6431,光麗-KY,生技醫療業,40991,44776,40984,-8.453189209,0.017079836,382168,380576,0.418313294,-
1150117,11412,6438,迅得,其他電子業,581467,570456,426527,1.930210218,36.32595357,6530247,5121060,27.51748661,-
1150117,11412,6442,光聖,通信網路業,1185469,809742,1358551,46.40082891,-12.74019157,10529121,6410405,64.25048027,市場需求增加
1150117,11412,6443,元晶,光電業,121742,149429,227969,-18.52853194,-46.59712505,1825354,4514018,-59.56254494,月營收相較同期減少，主要受政府綠能政策速度及市場淡旺季影響所致。
1150117,11412,6446,藥華藥,生技醫療業,1923690,1553400,1132059,23.83738895,69.92842246,15634777,9734814,60.60683851,本月及本年累計營收較去年成長，主要來自認列美國子公司PharmaEssentia USA Corp.之營收。
1150117,11412,6449,鈺邦,電子零組件業,451352,410995,352683,9.819340868,27.97668161,4474668,3495668,28.00609211,-
1150117,11412,6451,訊芯-KY,半導體業,669934,676677,712131,-0.996487246,-5.925454727,7531930,5188000,45.17983809,-
1150117,11412,6456,GIS-KY,光電業,6043859,5396729,7112126,11.99115242,-15.020361,66784304,69986418,-4.575336317,-
1150117,11412,6464,台數科,其他,414403,379855,404186,9.095049427,2.527796608,4455072,4367451,2.006227431,-
1150117,11412,6472,保瑞,生技醫療業,1656851,1500994,1985626,10.38358581,-16.55775055,19771483,19245907,2.730845577,"停業單位營收累計為756,146千元"
1150117,11412,6477,安集,光電業,43610,67973,51983,-35.84217263,-16.10718889,855699,895634,-4.458852612,-
1150117,11412,6491,晶碩,生技醫療業,624853,603944,619995,3.462075954,0.783554706,7039409,6817305,3.257944305,-
1150117,11412,6504,南六,其他,553961,575096,646552,-3.675038602,-14.32073522,6614649,6715508,-1.501881913,-
1150117,11412,6505,台塑化,油電燃氣業,52936902,46805108,52124690,13.10069405,1.558209747,626148666,663822745,-5.675322107,-
1150117,11412,6515,穎崴,半導體業,927982,625256,455367,48.41632867,103.7877141,7857179,5798096,35.51308912,受惠於全球AI及HPC客戶終端應用需求強勁持續拉貨，本月營收變動達50%以上
1150117,11412,6525,捷敏-KY,半導體業,458622,439935,424683,4.247672952,7.991607858,5325910,4670539,14.03202072,-
1150117,11412,6526,達發,半導體業,1493678,1548058,1562253,-3.512788281,-4.389493891,20926195,19122104,9.434584186,-
1150117,11412,6531,愛普*,半導體業,812924,542079,459917,49.96411962,76.75450136,5643547,4176356,35.13088922,因市場需求相對增加所致
1150117,11412,6533,晶心科,半導體業,201051,109458,155847,83.67867127,29.00537065,1478187,1381507,6.998154913,-
1150117,11412,6534,正瀚-創,生技醫療業,152990,91191,134551,67.76874911,13.70409733,1819183,1635736,11.21495156,-
1150117,11412,6541,泰福-KY,生技醫療業,20128,111984,499,-82.02600371,3933.667335,400971,34678,1056.269104,本公司於2025年1月20日完成合併保瑞生技。
1150117,11412,6550,北極星藥業-KY,生技醫療業,3108,2788,5243,11.47776184,-40.72096128,40785,107006,-61.88531484,子公司CDMO及自有產品收入下降導致兩期差異
1150117,11412,6552,易華電,半導體業,94658,100280,155161,-5.606302353,-38.99369042,1438988,1959533,-26.56474783,-
1150117,11412,6558,興能高,其他電子業,87347,85885,105129,1.7022763,-16.91445748,1072752,1159274,-7.463464203,-
1150117,11412,6573,虹揚-KY,半導體業,64138,73037,96171,-12.18423539,-33.30837779,833212,962378,-13.42154538,-
1150117,11412,6579,研揚,電腦及週邊設備業,869777,690706,664874,25.92579187,30.81832046,8625383,7186031,20.02986071,-
1150117,11412,6581,鋼聯,綠能環保,273351,73514,157609,271.8352967,73.43616164,2210758,2378461,-7.050903925,今年12月銷貨數量較去年12月增加。
1150117,11412,6582,申豐,橡膠工業,47420,36160,142784,31.13938053,-66.78899597,821392,1706196,-51.85828592,本月及本年累計營業收入受市場狀況影響，營收減少。
1150117,11412,6585,鼎基,其他,291490,229833,298837,26.82686994,-2.458530905,2849596,3283286,-13.20902291,-
1150117,11412,6589,台康生技,生技醫療業,157759,135820,138381,16.15299661,14.00336751,1005156,1008960,-0.377021884,-
1150117,11412,6591,動力-KY,電腦及週邊設備業,120512,126422,96797,-4.674819256,24.49972623,1752889,1262815,38.80805977,-
1150117,11412,6592,和潤企業,其他,1944062,1905961,2134101,1.999044052,-8.904873762,23704115,28963830,-18.15959768,113/8/21出售子公司和雲行動股權予和運租車。
1150117,11412,6598,ABC-KY,生技醫療業,54545,29170,23244,86.99005828,134.6627087,475200,343066,38.5156209,本年度累積營收增長，主係市場開發成果與客戶需求提升，致使出貨增加。
1150117,11412,6605,帝寶,汽車工業,1806192,1626221,1848495,11.06682302,-2.288510383,19418730,20199103,-3.863404231,-
1150117,11412,6606,建德工業,電機機械,72211,65701,72031,9.908524984,0.249892407,815268,729140,11.81227199,-
1150117,11412,6614,資拓宏宇,數位雲端,955891,367831,1634126,159.8723327,-41.50444947,4962870,5083494,-2.37285615,-
1150117,11412,6625,必應,其他,537414,417042,208456,28.86327996,157.8069233,4370753,3144225,39.00891317,主要係因本月參與製作之演製活動等較去年同期增加所致
1150117,11412,6641,基士德-KY,綠能環保,168827,164300,180370,2.755325624,-6.399622997,1762021,1818199,-3.089760802,-
1150117,11412,6645,金萬林-創,生技醫療業,61585,55994,60665,9.984998393,1.516525179,549147,501525,9.495438911,-
1150117,11412,6655,科定,其他,260314,235895,233601,10.3516395,11.43531064,2599891,2505178,3.780689436,-
1150117,11412,6657,華安,生技醫療業,1121,555,600,101.981982,86.83333333,7674,7749,-0.967866822,主係勞務收入及試劑銷售成長
1150117,11412,6658,聯策,其他電子業,218871,142013,198300,54.12039743,10.37367625,2081459,1594667,30.5262478,-
1150117,11412,6666,羅麗芬-KY,生技醫療業,118177,74006,104073,59.68570116,13.55202598,1112972,1126524,-1.202992568,-
1150117,11412,6668,中揚光,光電業,145524,118714,101475,22.58368853,43.40872136,1166134,925632,25.98246387,-
1150117,11412,6669,緯穎,電腦及週邊設備業,104290789,96885487,42767009,7.643355294,143.8580379,950663310,360541104,163.6768178,主要係客戶需求強勁
1150117,11412,6670,復盛應用,運動休閒,3295179,3092502,3214306,6.553819529,2.51603301,29844345,28369692,5.197987345,-
1150117,11412,6671,三能-KY,居家生活,222461,165824,209915,34.15488711,5.976704857,1998033,2045712,-2.330679978,-
1150117,11412,6672,騰輝電子-KY,電子零組件業,382732,357953,346954,6.922417189,10.31202984,4260195,4226095,0.806891468,-
1150117,11412,6674,鋐寶科技,通信網路業,42608,32880,71989,29.5863747,-40.81317979,597888,941934,-36.52548905,-
1150117,11412,6689,伊雲谷,數位雲端,1044759,969024,1237065,7.815595899,-15.54534321,12475358,12683928,-1.644364427,-
1150117,11412,6691,洋基工程,其他電子業,3111794,1863801,1849596,66.95956274,68.24182146,22352102,15192054,47.13021689,本月營收較去年同期增加68.24%，主要係因本月正在投入進行的專案較去年同期增加所致。
1150117,11412,6695,芯鼎,半導體業,93171,108688,119644,-14.27664508,-22.12647521,1125645,1018746,10.49319457,-
1150117,11412,6698,旭暉應材,其他電子業,132383,101620,117964,30.27258414,12.22322064,1156656,890710,29.85775393,-
1150117,11412,6706,惠特,光電業,43178,40683,135594,6.132782735,-68.1564081,899479,927875,-3.060326014,主係因公司積極轉型，產品仍處於驗證狀態，客戶尚未放量，致使本期營收相較去年同期下降
1150117,11412,6715,嘉基,電子零組件業,177212,138445,171225,28.00173354,3.496568842,1680388,2243509,-25.10001074,-
1150117,11412,6719,力智,半導體業,342287,419997,301359,-18.50251311,13.58114408,4581285,3697963,23.88671817,-
1150117,11412,6722,輝創,其他電子業,415598,418495,468125,-0.69224244,-11.22072096,5098200,5244540,-2.790330515,-
1150117,11412,6742,澤米,光電業,35882,33466,50986,7.219267316,-29.6238183,535775,670994,-20.15204309,-
1150117,11412,6743,安普新,其他電子業,455881,422638,474199,7.865596563,-3.862935181,5541059,6883508,-19.50239616,-
1150117,11412,6753,龍德造船,航運業,630318,561010,741775,12.35414698,-15.02571534,5246333,5119080,2.485856834,-
1150117,11412,6754,匯僑設計,居家生活,268782,262399,367456,2.432555002,-26.85328311,3533900,5154000,-31.4338378,-
1150117,11412,6756,威鋒電子,半導體業,140684,141354,131061,-0.473987294,7.342382555,1550110,1700310,-8.83368327,-
1150117,11412,6757,台灣虎航,航運業,1485578,1259555,1299652,17.94467094,14.30582956,16898827,16423023,2.897176726,-
1150117,11412,6768,志強-KY,運動休閒,1339975,1668459,1430653,-19.68786767,-6.338224573,20373969,18443858,10.46478996,-
1150117,11412,6770,力積電,半導體業,4269182,4092013,3501515,4.329629451,21.92385296,46730113,44725710,4.481545402,-
1150117,11412,6771,平和環保-創,綠能環保,46669,45301,58781,3.019800887,-20.60529763,618026,635001,-2.673224137,-
1150117,11412,6776,展碁國際,電子通路業,2695957,2603863,2279981,3.536822022,18.24471344,29300379,25513028,14.84477264,-
1150117,11412,6781,AES-KY,電子零組件業,1538447,1480011,1187185,3.948349033,29.58780645,16000812,10036842,59.42078196,"本期收入及合併子公司收入較去年同期增加,故本月收入較去年同期增加"
1150117,11412,6782,視陽,生技醫療業,337029,401381,245905,-16.03264729,37.05658689,4217953,3667795,14.99969328,-
1150117,11412,6789,采鈺,半導體業,765176,784175,927419,-2.422801033,-17.49403452,8938168,10002074,-10.63685392,無
1150117,11412,6790,永豐實,造紙工業,905215,844688,976278,7.165604341,-7.278971768,10645095,10896652,-2.308571477,-
1150117,11412,6792,詠業,通信網路業,84722,101904,84055,-16.86096718,0.793528047,1316148,1229947,7.008513375,-
1150117,11412,6794,向榮生技,生技醫療業,2104,1941,6052,8.397733127,-65.23463318,30103,31881,-5.576989429,本期營業收入較去年同期減少，主係銷貨收入減少所致。
1150117,11412,6796,晉弘,生技醫療業,79193,73066,116483,8.385569211,-32.01325515,661389,538920,22.72489423,-
1150117,11412,6799,來頡,半導體業,81355,79083,69276,2.872930971,17.43605289,966665,907178,6.557368014,-
1150117,11412,6805,富世達,電子零組件業,1187534,1483495,852226,-19.95025261,39.34496249,12413930,8187690,51.61700064,較去年同期客戶需求增加
1150117,11412,6806,森崴能源,綠能環保,1836099,591601,3929042,210.3610373,-53.26853213,25505191,19629162,29.93520049,主要係因離岸之主要工程開始施作認列收入所致
1150117,11412,6807,峰源-KY,居家生活,359098,342603,463937,4.814610497,-22.59768029,4263406,4999466,-14.72277239,-
1150117,11412,6830,汎銓,其他電子業,213484,207144,174821,3.060672769,22.11576412,2178647,1966669,10.77852958,-
1150117,11412,6831,邁科,電腦及週邊設備業,317149,315356,203246,0.568563782,56.04193932,3703311,2005018,84.70213235,業績成長
1150117,11412,6834,天二科技,電子零組件業,115333,112655,112614,2.377169234,2.414442254,1430883,1267846,12.85936936,-
1150117,11412,6835,圓裕,電子零組件業,179919,157429,206551,14.28580503,-12.89366791,2379713,2437615,-2.375354599,-
1150117,11412,6838,台新藥,生技醫療業,3226,0,0,,,9495,143356,-93.37662881,認列勞務收入
1150117,11412,6854,錼創科技-KY創,半導體業,151962,184452,157666,-17.61433869,-3.617774282,1351819,1768442,-23.55875963,-
1150117,11412,6861,睿生光電,生技醫療業,216957,203631,204473,6.544190226,6.105451576,2293791,1989666,15.28522878,-
1150117,11412,6862,三集瑞-KY,電子零組件業,156685,178913,160625,-12.42391553,-2.452918288,2265718,2200240,2.975948078,-
1150117,11412,6863,永道-KY,通信網路業,455585,332876,552106,36.86327642,-17.48233129,3952716,4612422,-14.30281097,-
1150117,11412,6869,雲豹能源,綠能環保,1025477,411004,483409,149.5053576,112.1344452,7469018,3793297,96.90042725,本月及本年累計營收增加，主要係因承包工程案件依進度認列工程收入及發售電業務成長所致。
1150117,11412,6873,泓德能源,綠能環保,1635799,802349,1896316,103.8762434,-13.73805842,8779924,10125465,-13.28868353,-
1150117,11412,6885,全福生技,生技醫療業,1063,679,33,56.55375552,3121.212121,5490,333,1548.648649,諮詢服務收入、含子公司營業收入
1150117,11412,6887,寶綠特-KY,綠能環保,872356,320797,837548,171.9339645,4.155940913,4771063,5444066,-12.36213889,-
1150117,11412,6890,來億-KY,運動休閒,3294434,3538257,3505779,-6.891048333,-6.028474698,39594659,37689899,5.053767854,-
1150117,11412,6901,鑽石投資,其他,107844,34526,117978,212.3559057,-8.58973707,-1073250,-2228790,51.84606894,營業收入為投資標的之評價損益(含已實現及未實現)，投資標的的股數及公允價值變動情形，請參考本公司網站投資人專區/財務資訊。
1150117,11412,6902,GOGOLOOK,數位雲端,101577,101946,85689,-0.36195633,18.54146973,1048183,866853,20.9181949,-
1150117,11412,6906,現觀科,數位雲端,39025,41789,45753,-6.614180765,-14.70504666,348178,393778,-11.58012891,-
1150117,11412,6909,創控,半導體業,105955,55420,99913,91.1854926,6.047261117,551018,496062,11.0784539,-
1150117,11412,6914,阜爾運通,其他,533238,458244,480061,16.36551706,11.07713395,5678227,4716986,20.37828817,-
1150117,11412,6916,華凌,光電業,182482,171681,164372,6.291319366,11.01769158,2030032,2033923,-0.191305177,-
1150117,11412,6918,愛派司,生技醫療業,72039,80386,73114,-10.38364889,-1.470306644,835891,769591,8.614965612,-
1150117,11412,6919,康霈*,生技醫療業,0,12410,0,-100,,38037,44434,-14.39663321,本公司新藥仍在研發階段，目前營收來源為健康食品銷售，僅於出貨予代理商之月份認列營收，因並非每月固定出貨致使營收變動。
1150117,11412,6921,嘉雨思-創,半導體業,19172,13969,9578,37.24676068,100.1670495,194898,151727,28.45307691,"去年因應客戶需求提前於11月出貨,致同年12月營收下滑"
1150117,11412,6923,中台,綠能環保,108007,93385,118838,15.65776088,-9.114088086,1155508,1716745,-32.69192571,-
1150117,11412,6924,榮惠-KY創,電子零組件業,147751,138604,160591,6.599376641,-7.995466745,1693719,1762824,-3.920130427,-
1150117,11412,6928,攸泰科技,電腦及週邊設備業,115693,111178,136138,4.061055245,-15.01784954,1966703,2021425,-2.707100189,-
1150117,11412,6931,青松健康,生技醫療業,102153,96866,88812,5.458055458,15.0216187,1121696,982561,14.16044398,-
1150117,11412,6933,AMAX-KY,電腦及週邊設備業,696584,532776,667767,30.74612971,4.315427387,6986785,5492388,27.20851112,-
1150117,11412,6936,永鴻生技,生技醫療業,120135,134129,124827,-10.43323964,-3.758802182,1416122,1294112,9.428086595,-
1150117,11412,6937,天虹,半導體業,383184,169289,775555,126.3490244,-50.59228552,2244646,2587641,-13.2551231,銷售產品組合差異所致
1150117,11412,6944,兆聯實業,綠能環保,2014675,1810256,1163789,11.29227026,73.1134252,16912921,10300194,64.20002381,本公司因推進美國專案工程，致本月營收較去年同期明顯成長。
1150117,11412,6949,沛爾生醫-創,生技醫療業,2316,1692,1833,36.87943262,26.3502455,31402,19796,58.62800566,本年累計較去年同期增加係因子公司對新客戶委任規劃廠房設計收入所致
1150117,11412,6951,青新-創,綠能環保,83411,84662,59827,-1.4776405,39.42032861,865617,698725,23.88521951,-
1150117,11412,6952,大武山,其他,190090,181937,166969,4.481221522,13.84748067,1944395,1987639,-2.175646584,-
1150117,11412,6955,邦睿生技-創,生技醫療業,31388,26102,24259,20.25132174,29.38703162,306307,222878,37.43258644,-
1150117,11412,6957,裕慶-KY,其他,674568,209319,659003,222.267926,2.361901236,3823823,4013930,-4.736181249,-
1150117,11412,6958,日盛台駿,其他,881017,867782,951747,1.52515263,-7.431596842,10850152,11678174,-7.090337924,-
1150117,11412,6962,奕力-KY,半導體業,1585793,1629536,1609036,-2.684383776,-1.44452952,19085070,22461565,-15.03232299,-
1150117,11412,6965,中傑-KY,運動休閒,1577595,1788144,2365825,-11.77472284,-33.31734173,21663179,26986539,-19.72598265,-
1150117,11412,6969,成信實業*-創,綠能環保,78765,25610,38042,207.5556423,107.0474738,360113,200039,80.02139583,主要係EPC案於114年底部份驗收，依完成比率認列收入，致本年度營收較去年同期增加。
1150117,11412,6988,威力暘-創,汽車工業,61111,62611,57196,-2.395745157,6.844884258,791989,884715,-10.48088933,-
1150117,11412,6994,富威電力,綠能環保,1968966,770473,344029,155.5528876,472.3255888,4990058,1886585,164.502156,係因工程案件依進度認列收入所致
1150117,11412,7610,聯友金屬-創,綠能環保,194359,162455,59382,19.63866917,227.3028864,1405539,1098998,27.89277142,12月單月合併營收較去年同期增加227%，主要在於鎢酸鈉出貨價格較去年同期增加，以及產品品項增加所致。
1150117,11412,7631,聚賢研發-創,其他電子業,250850,110795,82663,126.409134,203.4610406,1102454,850710,29.59222297,本月營收較去年同期成長，主要受惠於新加坡訂單挹注。
1150117,11412,7705,三商餐飲,觀光餐旅,591307,573002,549088,3.194578727,7.688931465,6533438,6324177,3.308904858,-
1150117,11412,7711,永擎,電腦及週邊設備業,1967679,3508872,1079829,-43.92274782,82.22135171,24875523,8803095,182.5770141,顧客需求強勁
1150117,11412,7721,微程式,數位雲端,54905,48427,65357,13.37683524,-15.9921661,507789,794306,-36.07136293,-
1150117,11412,7722,LINEPAY,數位雲端,717737,756950,617209,-5.180395006,16.28751363,7872004,6296000,25.03182973,-
1150117,11412,7730,暉盛-創,半導體業,63709,42488,45231,49.94586707,40.85251266,518447,547630,-5.328962986,-
1150117,11412,7732,金興精密,汽車工業,73318,83671,100186,-12.37346273,-26.8181183,1092317,1085128,0.662502488,-
1150117,11412,7736,虎山,汽車工業,115288,137403,128439,-16.09499065,-10.23910183,1664046,1359638,22.38890058,-
1150117,11412,7740,熙特爾-創,綠能環保,2547685,324236,72713,685.7501943,3403.754487,4221019,432590,875.755103,本月及本年營收較去年同期營收增加，主要係因依專案進度認列收入所致。
1150117,11412,7749,意騰-KY,半導體業,122177,146910,104270,-16.8354775,17.17368371,1590527,858732,85.218089,市場需求增加
1150117,11412,7750,新代,電機機械,1472730,1158952,972951,27.0742878,51.36733505,13960426,10807628,29.17197002,市場持續11月份的走勢， 較去年活絡。
1150117,11412,7765,中華資安,數位雲端,252934,178747,352487,41.50391335,-28.2430274,2045570,1973659,3.643537207,-
1150117,11412,7769,鴻勁,半導體業,3329188,3025370,1907474,10.04234193,74.53385996,30270625,13992344,116.3370555,主要係因市場需求較去年同期成長所致。
1150117,11412,7780,大研生醫,食品工業,182993,336900,140015,-45.68328881,30.69528265,1895089,1367578,38.57264449,-
1150117,11412,7786,東方風能,綠能環保,359432,620689,350678,-42.09144999,2.496307154,10478468,6818357,53.68024878,主係因業務持續成長所致。
1150117,11412,7788,松川精密,電子零組件業,603208,519734,567770,16.06090808,6.24161192,6434291,5943432,8.25884775,-
1150117,11412,7791,皇家可口,食品工業,148596,160914,160511,-7.655020694,-7.42316726,2577628,2668039,-3.388668606,-
1150117,11412,7795,長廣,電子零組件業,362596,135531,168176,167.5373162,115.6050804,1897890,2233812,-15.0380605,受到市場需求循環及客戶驗收進度影響，導致本月營收較去年同期增加50以上%。
1150117,11412,7799,禾榮科,生技醫療業,1972,1420,0,38.87323944,,10308,0,,使用硼中子捕獲治療(BNCT)之恩慈治療照射費及藥品收入
1150117,11412,8011,台通,通信網路業,185072,177088,193844,4.508492953,-4.525288376,2075427,2487299,-16.55900638,-
1150117,11412,8016,矽創,半導體業,1886317,1801086,1567241,4.732200461,20.35908964,19001932,17826505,6.59370415,-
1150117,11412,8021,尖點,其他電子業,466079,437627,323025,6.501427014,44.2857364,4410104,3541099,24.54054518,-
1150117,11412,8028,昇陽半導體,半導體業,400693,410544,353522,-2.399499201,13.34315828,4509587,3551607,26.97314202,-
1150117,11412,8033,雷虎,其他,125253,102039,130997,22.75012495,-4.38483324,1416763,1245153,13.78224202,-
